REGION,YEAR,WEEK,%UNWEIGHTED ILI,ILITOTAL
District of Columbia,2011,3,3.89466,105
Florida,2011,3,X,X
Georgia,2011,3,3.52076,1288
Hawaii,2011,3,3.2167,57
Idaho,2011,3,3.5809,162
Illinois,2011,3,4.03462,1664
Indiana,2011,3,4.38823,510
Iowa,2011,3,1.00663,44
Kansas,2011,3,1.60295,148
Kentucky,2011,3,1.49903,224
Louisiana,2011,3,7.82892,1684
Maine,2011,3,0.75275,39
Maryland,2011,3,4.12421,344
Massachusetts,2011,3,1.52558,370
Michigan,2011,3,1.0462,149
Minnesota,2011,3,1.83651,82
Mississippi,2011,3,6.62632,1062
Missouri,2011,3,2.2551,189
Montana,2011,3,0.251004,5
Nebraska,2011,3,3.12049,108
Nevada,2011,3,3.78455,664
New Hampshire,2011,3,0.422744,20
New Jersey,2011,3,5.12435,307
New Mexico,2011,3,3.72137,312
New York,2011,3,3.07852,356
North Carolina,2011,3,3.98145,910
North Dakota,2011,3,0.768808,14
Ohio,2011,3,1.63964,273
Oklahoma,2011,3,10.3386,345
Oregon,2011,3,1.90359,62
Pennsylvania,2011,3,2.72705,439
Rhode Island,2011,3,0.502842,23
South Carolina,2011,3,2.48763,171
South Dakota,2011,3,2.36777,124
Tennessee,2011,3,3.6452,390
Texas,2011,3,4.73202,2518
Utah,2011,3,2.13816,143
Vermont,2011,3,1.74683,73
Virginia,2011,3,3.97236,2719
Washington,2011,3,0.721046,16
West Virginia,2011,3,1.92201,207
Wisconsin,2011,3,1.24703,42
Wyoming,2011,3,2.36327,105
New York City,2011,3,2.88202,2588
Alabama,2011,4,14.7376,1938
Alaska,2011,4,1.40127,33
Arizona,2011,4,2.33506,756
Arkansas,2011,4,7.29689,335
California,2011,4,4.60501,1768
Colorado,2011,4,1.88811,406
Connecticut,2011,4,1.07163,38
Delaware,2011,4,1.99336,84
District of Columbia,2011,4,3.92447,106
Florida,2011,4,X,X
Georgia,2011,4,4.36671,1629
Hawaii,2011,4,3.9489,68
Idaho,2011,4,3.4288,170
Illinois,2011,4,4.71879,1991
Indiana,2011,4,6.90447,902
Iowa,2011,4,2.19041,101
Kansas,2011,4,2.84569,291
Kentucky,2011,4,2.02093,365
Louisiana,2011,4,6.63419,1035
Maine,2011,4,1.03409,64
Maryland,2011,4,3.80076,322
Massachusetts,2011,4,1.86385,512
Michigan,2011,4,1.59031,252
Minnesota,2011,4,1.98138,100
Mississippi,2011,4,6.58129,1146
Missouri,2011,4,3.66952,322
Montana,2011,4,0.207828,6
Nebraska,2011,4,4.47843,164
Nevada,2011,4,3.83545,772
New Hampshire,2011,4,0.413456,22
New Jersey,2011,4,5.90291,321
New Mexico,2011,4,5.0758,452
New York,2011,4,3.35509,437
North Carolina,2011,4,4.89549,1260
North Dakota,2011,4,1.02814,19
Ohio,2011,4,2.40387,437
Oklahoma,2011,4,14.4065,511
Oregon,2011,4,2.11458,86
Pennsylvania,2011,4,4.04659,681
Rhode Island,2011,4,0.950899,55
South Carolina,2011,4,4.84551,414
South Dakota,2011,4,2.6757,150
Tennessee,2011,4,5.15049,652
Texas,2011,4,5.93439,3381
Utah,2011,4,0.895355,48
Vermont,2011,4,2.17977,89
Virginia,2011,4,4.7423,3294
Washington,2011,4,1.81388,46
West Virginia,2011,4,2.88373,313
Wisconsin,2011,4,2.37759,101
Wyoming,2011,4,2.898,152
New York City,2011,4,2.66343,2302
Alabama,2011,5,12.5984,1504
Alaska,2011,5,3.67868,49
Arizona,2011,5,2.43798,682
Arkansas,2011,5,6.48838,296
California,2011,5,4.33983,1747
Colorado,2011,5,2.52049,486
Connecticut,2011,5,1.64619,71
Delaware,2011,5,1.99868,91
District of Columbia,2011,5,3.35762,106
Florida,2011,5,X,X
Georgia,2011,5,4.79551,1828
Hawaii,2011,5,3.73887,63
Idaho,2011,5,3.94244,200
Illinois,2011,5,4.9683,1857
Indiana,2011,5,6.7716,826
Iowa,2011,5,2.61337,102
Kansas,2011,5,3.31402,286
Kentucky,2011,5,3.20207,496
Louisiana,2011,5,10.046,2251
Maine,2011,5,1.47004,79
Maryland,2011,5,4.0101,381
Massachusetts,2011,5,2.37127,577
Michigan,2011,5,1.73742,230
Minnesota,2011,5,2.56631,119
Mississippi,2011,5,6.80856,1142
Missouri,2011,5,5.05806,318
Montana,2011,5,0.836972,23
Nebraska,2011,5,6.28019,156
Nevada,2011,5,4.03184,775
New Hampshire,2011,5,0.504732,24
New Jersey,2011,5,5.5993,384
New Mexico,2011,5,5.56121,437
New York,2011,5,4.04412,528
North Carolina,2011,5,5.62213,1370
North Dakota,2011,5,1.22549,25
Ohio,2011,5,3.4932,555
Oklahoma,2011,5,12.8354,287
Oregon,2011,5,1.6229,55
Pennsylvania,2011,5,4.37266,758
Rhode Island,2011,5,1.40503,81
South Carolina,2011,5,7.12673,726
South Dakota,2011,5,2.87303,155
Tennessee,2011,5,6.39836,841
Texas,2011,5,6.68052,3086
Utah,2011,5,2.03178,133
Vermont,2011,5,2.47765,97
Virginia,2011,5,5.34851,3859
Washington,2011,5,2.81109,75
West Virginia,2011,5,3.47316,438
Wisconsin,2011,5,2.98987,121
Wyoming,2011,5,2.92516,145
New York City,2011,5,2.47319,2198
Alabama,2011,6,11.5078,1586
Alaska,2011,6,1.95891,41
Arizona,2011,6,2.77627,769
Arkansas,2011,6,8.08052,285
California,2011,6,4.88711,1987
Colorado,2011,6,2.63779,548
Connecticut,2011,6,1.76373,96
Delaware,2011,6,2.1037,99
District of Columbia,2011,6,3.47826,108
Florida,2011,6,X,X
Georgia,2011,6,4.87195,1908
Hawaii,2011,6,4.71753,81
Idaho,2011,6,4.56026,224
Illinois,2011,6,4.23328,1774
Indiana,2011,6,6.07211,832
Iowa,2011,6,1.72855,81
Kansas,2011,6,3.19528,341
Kentucky,2011,6,3.03882,465
Louisiana,2011,6,7.28468,1596
Maine,2011,6,1.57754,100
Maryland,2011,6,3.65262,339
Massachusetts,2011,6,2.33142,697
Michigan,2011,6,2.27731,384
Minnesota,2011,6,2.51155,125
Mississippi,2011,6,6.14754,1020
Missouri,2011,6,4.89771,395
Montana,2011,6,0.355114,10
Nebraska,2011,6,3.68098,126
Nevada,2011,6,3.71371,756
New Hampshire,2011,6,0.725821,40
New Jersey,2011,6,5.86393,412
New Mexico,2011,6,4.90175,454
New York,2011,6,3.89805,572
North Carolina,2011,6,6.0716,1406
North Dakota,2011,6,1.5978,29
Ohio,2011,6,2.26706,418
Oklahoma,2011,6,7.32127,170
Oregon,2011,6,2.25032,89
Pennsylvania,2011,6,3.74081,687
Rhode Island,2011,6,2.31654,149
South Carolina,2011,6,6.04218,616
South Dakota,2011,6,3.20291,185
Tennessee,2011,6,6.27479,791
Texas,2011,6,8.12867,3280
Utah,2011,6,2.90828,299
Vermont,2011,6,2.73263,116
Virginia,2011,6,5.12923,3731
Washington,2011,6,2.16644,63
West Virginia,2011,6,3.98661,524
Wisconsin,2011,6,2.93542,135
Wyoming,2011,6,3.37715,167
New York City,2011,6,2.5069,2354
Alabama,2011,7,11.9696,1450
Alaska,2011,7,4.4316,69
Arizona,2011,7,2.63356,770
Arkansas,2011,7,8.18854,410
California,2011,7,5.07162,2036
Colorado,2011,7,2.92775,654
Connecticut,2011,7,1.98326,109
Delaware,2011,7,2.6928,125
District of Columbia,2011,7,2.7957,78
Florida,2011,7,X,X
Georgia,2011,7,4.71214,1835
Hawaii,2011,7,5.72271,97
Idaho,2011,7,6.01038,301
Illinois,2011,7,4.04362,1739
Indiana,2011,7,5.97522,844
Iowa,2011,7,2.19298,105
Kansas,2011,7,3.72246,397
Kentucky,2011,7,2.14109,329
Louisiana,2011,7,7.37081,1656
Maine,2011,7,2.27929,150
Maryland,2011,7,3.05647,269
Massachusetts,2011,7,2.65215,726
Michigan,2011,7,2.29611,375
Minnesota,2011,7,3.1493,162
Mississippi,2011,7,5.96418,1089
Missouri,2011,7,6.10616,528
Montana,2011,7,0.701262,20
Nebraska,2011,7,4.43182,156
Nevada,2011,7,4.06365,784
New Hampshire,2011,7,0.66166,37
New Jersey,2011,7,6.11392,351
New Mexico,2011,7,6.43468,625
New York,2011,7,4.03668,537
North Carolina,2011,7,5.03414,1305
North Dakota,2011,7,2.25564,48
Ohio,2011,7,2.23717,409
Oklahoma,2011,7,7.16321,176
Oregon,2011,7,2.5634,94
Pennsylvania,2011,7,3.61821,663
Rhode Island,2011,7,2.72609,189
South Carolina,2011,7,4.84745,456
South Dakota,2011,7,4.34783,275
Tennessee,2011,7,5.97049,781
Texas,2011,7,8.26519,4821
Utah,2011,7,2.45478,152
Vermont,2011,7,3.43809,128
Virginia,2011,7,5.14304,3743
Washington,2011,7,4.14244,114
West Virginia,2011,7,5.12116,727
Wisconsin,2011,7,2.81324,130
Wyoming,2011,7,2.60146,125
New York City,2011,7,2.60075,2475
Alabama,2011,8,9.67196,1200
Alaska,2011,8,2.93454,65
Arizona,2011,8,2.28608,681
Arkansas,2011,8,6.03429,271
California,2011,8,5.17402,1775
Colorado,2011,8,2.85625,637
Connecticut,2011,8,1.98091,110
Delaware,2011,8,2.32987,101
District of Columbia,2011,8,1.64396,35
Florida,2011,8,X,X
Georgia,2011,8,4.05653,1596
Hawaii,2011,8,5.54855,88
Idaho,2011,8,6.26091,287
Illinois,2011,8,3.85922,1568
Indiana,2011,8,5.02345,664
Iowa,2011,8,2.21029,107
Kansas,2011,8,3.39597,403
Kentucky,2011,8,2.57244,459
Louisiana,2011,8,5.05296,1102
Maine,2011,8,1.92711,101
Maryland,2011,8,2.62542,213
Massachusetts,2011,8,2.45628,618
Michigan,2011,8,2.71023,428
Minnesota,2011,8,2.98699,140
Mississippi,2011,8,5.0174,865
Missouri,2011,8,5.4344,466
Montana,2011,8,1.10193,28
Nebraska,2011,8,8.24176,300
Nevada,2011,8,4.06769,762
New Hampshire,2011,8,0.766522,37
New Jersey,2011,8,6.69849,421
New Mexico,2011,8,5.32783,516
New York,2011,8,3.74332,420
North Carolina,2011,8,3.73912,962
North Dakota,2011,8,2.68235,57
Ohio,2011,8,1.90649,316
Oklahoma,2011,8,5.65058,185
Oregon,2011,8,1.81037,59
Pennsylvania,2011,8,3.40457,591
Rhode Island,2011,8,4.95067,286
South Carolina,2011,8,3.85022,364
South Dakota,2011,8,4.16738,244
Tennessee,2011,8,3.57057,446
Texas,2011,8,6.66045,3641
Utah,2011,8,1.88917,90
Vermont,2011,8,2.53743,100
Virginia,2011,8,4.35908,3184
Washington,2011,8,3.80721,94
West Virginia,2011,8,5.45299,765
Wisconsin,2011,8,2.76498,120
Wyoming,2011,8,2.36935,107
New York City,2011,8,2.61527,2397
Alabama,2011,9,6.80203,737
Alaska,2011,9,4.8801,116
Arizona,2011,9,1.71211,454
Arkansas,2011,9,6.93537,308
California,2011,9,5.00087,2007
Colorado,2011,9,2.67784,591
Connecticut,2011,9,1.34299,76
Delaware,2011,9,2.14613,89
District of Columbia,2011,9,2.02952,55
Florida,2011,9,X,X
Georgia,2011,9,2.82145,1048
Hawaii,2011,9,5.25433,94
Idaho,2011,9,5.59846,290
Illinois,2011,9,3.6953,1579
Indiana,2011,9,3.80817,509
Iowa,2011,9,2.18331,101
Kansas,2011,9,3.08696,350
Kentucky,2011,9,1.78363,291
Louisiana,2011,9,4.11286,602
Maine,2011,9,1.90314,123
Maryland,2011,9,2.14094,199
Massachusetts,2011,9,1.93807,532
Michigan,2011,9,2.1339,291
Minnesota,2011,9,3.23099,161
Mississippi,2011,9,4.25786,677
Missouri,2011,9,3.89713,344
Montana,2011,9,1.11654,32
Nebraska,2011,9,6.80219,261
Nevada,2011,9,4.78919,535
New Hampshire,2011,9,0.939249,47
New Jersey,2011,9,5.74113,440
New Mexico,2011,9,4.83437,413
New York,2011,9,2.72493,328
North Carolina,2011,9,2.25827,522
North Dakota,2011,9,3.01666,67
Ohio,2011,9,1.68197,273
Oklahoma,2011,9,4.77424,129
Oregon,2011,9,1.91172,68
Pennsylvania,2011,9,2.91082,485
Rhode Island,2011,9,2.48051,175
South Carolina,2011,9,2.88657,241
South Dakota,2011,9,3.8888,242
Tennessee,2011,9,3.15196,369
Texas,2011,9,4.58565,2401
Utah,2011,9,1.18407,66
Vermont,2011,9,2.28095,82
Virginia,2011,9,3.47331,2411
Washington,2011,9,3.46903,98
West Virginia,2011,9,4.32385,596
Wisconsin,2011,9,3.19263,149
Wyoming,2011,9,2.28645,106
New York City,2011,9,2.02996,1885
Alabama,2011,10,5.82572,593
Alaska,2011,10,3.53371,87
Arizona,2011,10,1.70064,443
Arkansas,2011,10,2.61015,109
California,2011,10,4.69447,1853
Colorado,2011,10,2.10423,451
Connecticut,2011,10,1.15734,37
Delaware,2011,10,1.68552,73
District of Columbia,2011,10,2.30938,63
Florida,2011,10,X,X
Georgia,2011,10,2.36845,794
Hawaii,2011,10,5.17388,61
Idaho,2011,10,6.48731,299
Illinois,2011,10,3.19015,1345
Indiana,2011,10,2.72749,342
Iowa,2011,10,1.44017,55
Kansas,2011,10,2.50417,255
Kentucky,2011,10,0.949242,144
Louisiana,2011,10,3.54024,596
Maine,2011,10,1.20046,73
Maryland,2011,10,1.99212,177
Massachusetts,2011,10,2.04345,585
Michigan,2011,10,2.18373,353
Minnesota,2011,10,2.84067,133
Mississippi,2011,10,4.01552,621
Missouri,2011,10,4.21369,336
Montana,2011,10,0.801165,22
Nebraska,2011,10,5.88957,192
Nevada,2011,10,3.27375,619
New Hampshire,2011,10,0.529101,28
New Jersey,2011,10,5.05526,247
New Mexico,2011,10,3.72878,347
New York,2011,10,2.7215,313
North Carolina,2011,10,2.32629,381
North Dakota,2011,10,4.21801,89
Ohio,2011,10,1.48446,236
Oklahoma,2011,10,3.57379,108
Oregon,2011,10,2.09194,76
Pennsylvania,2011,10,2.76817,368
Rhode Island,2011,10,2.27168,148
South Carolina,2011,10,2.19114,141
South Dakota,2011,10,3.50391,215
Tennessee,2011,10,2.14712,223
Texas,2011,10,3.68025,1784
Utah,2011,10,1.89679,154
Vermont,2011,10,2.74522,89
Virginia,2011,10,2.8357,1825
Washington,2011,10,3.04946,82
West Virginia,2011,10,2.60933,324
Wisconsin,2011,10,3.12896,148
Wyoming,2011,10,1.53282,71
New York City,2011,10,1.87236,1723
Alabama,2011,11,4.04606,390
Alaska,2011,11,2.68747,62
Arizona,2011,11,1.32819,310
Arkansas,2011,11,3.26913,129
California,2011,11,4.4379,1598
Colorado,2011,11,1.78431,387
Connecticut,2011,11,0.888569,37
Delaware,2011,11,0.947763,43
District of Columbia,2011,11,2.99166,61
Florida,2011,11,X,X
Georgia,2011,11,2.15871,775
Hawaii,2011,11,4.2368,73
Idaho,2011,11,4.38749,202
Illinois,2011,11,3.373,1284
Indiana,2011,11,2.05007,235
Iowa,2011,11,1.8766,66
Kansas,2011,11,1.76917,147
Kentucky,2011,11,0.63851,96
Louisiana,2011,11,3.35263,695
Maine,2011,11,1.0707,68
Maryland,2011,11,1.66098,146
Massachusetts,2011,11,1.7797,481
Michigan,2011,11,1.70829,249
Minnesota,2011,11,2.80579,128
Mississippi,2011,11,3.77297,581
Missouri,2011,11,2.54097,200
Montana,2011,11,0.815376,28
Nebraska,2011,11,2.89517,87
Nevada,2011,11,3.08045,564
New Hampshire,2011,11,0.541883,24
New Jersey,2011,11,4.68859,201
New Mexico,2011,11,3.60762,324
New York,2011,11,3.02193,339
North Carolina,2011,11,1.47839,298
North Dakota,2011,11,2.21662,44
Ohio,2011,11,1.28231,190
Oklahoma,2011,11,3.2034,83
Oregon,2011,11,1.625,52
Pennsylvania,2011,11,2.01834,328
Rhode Island,2011,11,1.31332,84
South Carolina,2011,11,1.43328,113
South Dakota,2011,11,2.76452,168
Tennessee,2011,11,1.58316,176
Texas,2011,11,2.84749,1231
Utah,2011,11,1.53116,142
Vermont,2011,11,2.12912,62
Virginia,2011,11,2.26876,1561
Washington,2011,11,3.64271,73
West Virginia,2011,11,2.589,304
Wisconsin,2011,11,3.71758,129
Wyoming,2011,11,1.10763,46
New York City,2011,11,1.81647,1676
Alabama,2011,12,3.43834,334
Alaska,2011,12,3.02457,48
Arizona,2011,12,0.996642,276
Arkansas,2011,12,2.31362,63
California,2011,12,3.29703,1111
Colorado,2011,12,1.37731,289
Connecticut,2011,12,0.355872,15
Delaware,2011,12,0.526316,22
District of Columbia,2011,12,2.89299,83
Florida,2011,12,X,X
Georgia,2011,12,1.76585,665
Hawaii,2011,12,1.97368,24
Idaho,2011,12,4.3877,177
Illinois,2011,12,2.63603,1045
Indiana,2011,12,1.66513,217
Iowa,2011,12,0.64433,25
Kansas,2011,12,1.55869,96
Kentucky,2011,12,0.489316,79
Louisiana,2011,12,2.91683,585
Maine,2011,12,0.860451,55
Maryland,2011,12,1.77878,142
Massachusetts,2011,12,1.51078,424
Michigan,2011,12,1.31108,216
Minnesota,2011,12,2.38585,116
Mississippi,2011,12,3.04018,513
Missouri,2011,12,2.44453,184
Montana,2011,12,0.835189,30
Nebraska,2011,12,1.56352,48
Nevada,2011,12,4.29749,490
New Hampshire,2011,12,0.388199,20
New Jersey,2011,12,3.41036,183
New Mexico,2011,12,2.85169,254
New York,2011,12,2.3114,254
North Carolina,2011,12,1.0581,226
North Dakota,2011,12,2.26397,47
Ohio,2011,12,0.648695,90
Oklahoma,2011,12,1.86879,47
Oregon,2011,12,1.64474,35
Pennsylvania,2011,12,1.58492,253
Rhode Island,2011,12,0.897505,50
South Carolina,2011,12,0.769995,62
South Dakota,2011,12,2.5306,153
Tennessee,2011,12,0.632749,74
Texas,2011,12,3.1125,1082
Utah,2011,12,1.22,123
Vermont,2011,12,1.53347,52
Virginia,2011,12,1.85296,1210
Washington,2011,12,3.06081,76
West Virginia,2011,12,1.354,159
Wisconsin,2011,12,1.02041,33
Wyoming,2011,12,0.770102,34
New York City,2011,12,1.78756,1605
Alabama,2011,13,3.17374,291
Alaska,2011,13,2.14376,51
Arizona,2011,13,1.11316,272
Arkansas,2011,13,1.66325,65
California,2011,13,3.2,1160
Colorado,2011,13,0.984413,192
Connecticut,2011,13,0.673014,41
Delaware,2011,13,0.96858,41
District of Columbia,2011,13,2.37252,67
Florida,2011,13,X,X
Georgia,2011,13,1.64046,581
Hawaii,2011,13,2.75953,42
Idaho,2011,13,2.83491,102
Illinois,2011,13,2.55181,985
Indiana,2011,13,0.984447,119
Iowa,2011,13,0.568451,12
Kansas,2011,13,1.13311,83
Kentucky,2011,13,0.700844,127
Louisiana,2011,13,1.82657,392
Maine,2011,13,0.793257,48
Maryland,2011,13,1.22569,104
Massachusetts,2011,13,1.5324,459
Michigan,2011,13,1.08931,176
Minnesota,2011,13,2.18437,109
Mississippi,2011,13,3.35792,560
Missouri,2011,13,1.99634,131
Montana,2011,13,0.4662,14
Nebraska,2011,13,1.16105,31
Nevada,2011,13,2.27938,436
New Hampshire,2011,13,0.484352,26
New Jersey,2011,13,4.60678,239
New Mexico,2011,13,2.67527,224
New York,2011,13,2.02105,242
North Carolina,2011,13,0.838605,175
North Dakota,2011,13,0.846702,19
Ohio,2011,13,0.87309,112
Oklahoma,2011,13,1.21359,25
Oregon,2011,13,1.28979,47
Pennsylvania,2011,13,1.55592,244
Rhode Island,2011,13,0.906649,54
South Carolina,2011,13,0.792051,55
South Dakota,2011,13,2.24277,131
Tennessee,2011,13,0.76575,88
Texas,2011,13,2.13536,968
Utah,2011,13,1.2719,98
Vermont,2011,13,1.67224,55
Virginia,2011,13,1.81293,1173
Washington,2011,13,1.54696,42
West Virginia,2011,13,1.27412,136
Wisconsin,2011,13,1.29545,57
Wyoming,2011,13,1.11902,44
New York City,2011,13,1.78081,1587
Alabama,2011,14,2.74659,252
Alaska,2011,14,2.2082,49
Arizona,2011,14,0.997526,246
Arkansas,2011,14,0.850906,23
California,2011,14,2.64683,927
Colorado,2011,14,0.896684,182
Connecticut,2011,14,0.344308,16
Delaware,2011,14,0.475119,19
District of Columbia,2011,14,0.195185,3
Florida,2011,14,X,X
Georgia,2011,14,1.52942,549
Hawaii,2011,14,2.79948,43
Idaho,2011,14,2.86096,107
Illinois,2011,14,2.15318,851
Indiana,2011,14,0.922334,107
Iowa,2011,14,0.932599,22
Kansas,2011,14,0.892174,70
Kentucky,2011,14,0.356102,44
Louisiana,2011,14,2.48497,467
Maine,2011,14,0.723634,47
Maryland,2011,14,1.57288,116
Massachusetts,2011,14,1.39126,399
Michigan,2011,14,0.834344,117
Minnesota,2011,14,2.04599,105
Mississippi,2011,14,3.13642,515
Missouri,2011,14,1.61195,109
Montana,2011,14,0.27933,6
Nebraska,2011,14,0.894234,29
Nevada,2011,14,2.21222,408
New Hampshire,2011,14,0.196773,10
New Jersey,2011,14,3.39574,185
New Mexico,2011,14,2.32261,200
New York,2011,14,2.22854,251
North Carolina,2011,14,0.536536,105
North Dakota,2011,14,0.721848,15
Ohio,2011,14,0.615465,71
Oklahoma,2011,14,1.56685,45
Oregon,2011,14,1.00822,38
Pennsylvania,2011,14,1.68153,264
Rhode Island,2011,14,0.701179,47
South Carolina,2011,14,0.641026,51
South Dakota,2011,14,1.35374,69
Tennessee,2011,14,0.703437,88
Texas,2011,14,1.83216,827
Utah,2011,14,0.752299,54
Vermont,2011,14,1.83993,60
Virginia,2011,14,1.51176,1028
Washington,2011,14,0.79858,18
West Virginia,2011,14,0.940983,103
Wisconsin,2011,14,1.00159,44
Wyoming,2011,14,0.837521,35
New York City,2011,14,1.81267,1657
Alabama,2011,15,2.67592,189
Alaska,2011,15,1.36504,31
Arizona,2011,15,0.895053,222
Arkansas,2011,15,0.438757,12
California,2011,15,2.57193,918
Colorado,2011,15,0.814396,167
Connecticut,2011,15,0.244275,8
Delaware,2011,15,0.11534,4
District of Columbia,2011,15,0.068306,1
Florida,2011,15,X,X
Georgia,2011,15,1.33095,485
Hawaii,2011,15,1.85053,26
Idaho,2011,15,2.93392,107
Illinois,2011,15,1.57063,616
Indiana,2011,15,0.581147,68
Iowa,2011,15,0.630915,14
Kansas,2011,15,0.616165,51
Kentucky,2011,15,0.300405,43
Louisiana,2011,15,1.48567,242
Maine,2011,15,0.644531,33
Maryland,2011,15,1.94079,118
Massachusetts,2011,15,1.28155,364
Michigan,2011,15,0.558727,92
Minnesota,2011,15,1.40235,68
Mississippi,2011,15,3.1314,520
Missouri,2011,15,1.33698,93
Montana,2011,15,0.235018,8
Nebraska,2011,15,1.43939,38
Nevada,2011,15,2.11339,290
New Hampshire,2011,15,0.0591017,3
New Jersey,2011,15,2.74671,140
New Mexico,2011,15,1.72675,137
New York,2011,15,2.3652,236
North Carolina,2011,15,0.586047,115
North Dakota,2011,15,0.794439,16
Ohio,2011,15,0.452128,51
Oklahoma,2011,15,0.674252,16
Oregon,2011,15,0.965873,30
Pennsylvania,2011,15,1.41556,213
Rhode Island,2011,15,0.529021,35
South Carolina,2011,15,0.500128,39
South Dakota,2011,15,0.913621,44
Tennessee,2011,15,0.55213,60
Texas,2011,15,1.67025,770
Utah,2011,15,0.963515,75
Vermont,2011,15,2.00573,56
Virginia,2011,15,1.48654,722
Washington,2011,15,0.970497,25
West Virginia,2011,15,0.704424,75
Wisconsin,2011,15,0.79756,34
Wyoming,2011,15,0.515717,21
New York City,2011,15,1.51109,1326
Alabama,2011,16,2.76866,194
Alaska,2011,16,1.4123,31
Arizona,2011,16,1.09028,257
Arkansas,2011,16,0.675676,18
California,2011,16,2.24199,736
Colorado,2011,16,0.764121,153
Connecticut,2011,16,0.230614,8
Delaware,2011,16,0.082012,3
District of Columbia,2011,16,0.0754148,1
Florida,2011,16,X,X
Georgia,2011,16,1.32493,490
Hawaii,2011,16,2.55447,34
Idaho,2011,16,1.48645,51
Illinois,2011,16,1.72191,640
Indiana,2011,16,0.474655,53
Iowa,2011,16,0.442282,10
Kansas,2011,16,0.562141,46
Kentucky,2011,16,0.187166,28
Louisiana,2011,16,1.5376,219
Maine,2011,16,0.563317,25
Maryland,2011,16,1.95606,130
Massachusetts,2011,16,1.25237,291
Michigan,2011,16,0.640349,97
Minnesota,2011,16,1.32867,57
Mississippi,2011,16,2.85882,438
Missouri,2011,16,0.99348,64
Montana,2011,16,0.0297885,1
Nebraska,2011,16,1.05422,28
Nevada,2011,16,3.12605,372
New Hampshire,2011,16,0.0441501,2
New Jersey,2011,16,2.79318,136
New Mexico,2011,16,1.87243,155
New York,2011,16,2.23407,197
North Carolina,2011,16,0.370714,60
North Dakota,2011,16,0.399734,6
Ohio,2011,16,0.355802,36
Oklahoma,2011,16,0.592969,14
Oregon,2011,16,1.07246,37
